Instancia,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
155,0.8,0.13,0.8,0.1,0.8,0.33,0.8,0.25,0.8,0.14,0.8,0.01,0.8,0.11,0.8,0.24,0.8,0.26,0.8,0.17,0.8,0.27,0.8,0.36,0.8,0.35,0.8,0.24,0.8,0.1,0.8,0.08,0.8,0.25,0.8,0.02,0.8,0.26,0.8,0.11,0.8,0.27,0.8,0.21,0.8,0.33,0.8,0.35,0.51,0.36,0.48,0.25,86.46
156,0.8,0.12,0.8,0.29,0.8,0.36,0.8,0.06,0.8,0.13,0.8,0.32,0.8,0.18,0.8,0.31,0.8,0.17,0.8,0.31,0.8,0.18,0.8,0.23,0.8,0.31,0.8,0.05,0.8,0.2,0.8,0.26,0.8,0.01,0.8,0.23,0.8,0.0,0.8,0.11,0.8,0.31,0.8,0.15,0.8,0.2,0.8,0.1,0.05,0.11,0.39,0.4,87.5
157,0.8,0.07,0.8,0.23,0.8,0.33,0.8,0.31,0.8,0.35,0.8,0.31,0.8,0.34,0.8,0.35,0.8,0.08,0.8,0.1,0.8,0.01,0.8,0.18,0.8,0.22,0.8,0.31,0.8,0.33,0.8,0.23,0.8,0.06,0.8,0.38,0.8,0.22,0.8,0.31,0.8,0.39,0.8,0.24,0.8,0.24,0.8,0.35,0.01,0.17,0.16,0.01,92.71
158,0.8,0.22,0.8,0.21,0.8,0.22,0.8,0.25,0.8,0.39,0.8,0.2,0.8,0.36,0.8,0.29,0.8,0.03,0.8,0.04,0.8,0.21,0.8,0.25,0.8,0.03,0.8,0.0,0.8,0.16,0.8,0.28,0.8,0.31,0.8,0.06,0.8,0.06,0.8,0.4,0.8,0.3,0.8,0.02,0.8,0.05,0.8,0.32,0.99,0.28,0.1,0.22,61.46
159,0.8,0.39,0.8,0.2,0.8,0.1,0.8,0.18,0.8,0.09,0.8,0.14,0.8,0.2,0.8,0.24,0.8,0.02,0.8,0.12,0.8,0.05,0.8,0.35,0.8,0.23,0.8,0.22,0.8,0.15,0.8,0.23,0.8,0.25,0.8,0.17,0.8,0.26,0.8,0.15,0.8,0.23,0.8,0.27,0.8,0.29,0.8,0.37,0.78,0.38,0.85,0.07,67.71
160,0.8,0.18,0.8,0.19,0.8,0.1,0.8,0.36,0.8,0.32,0.8,0.02,0.8,0.09,0.8,0.05,0.8,0.29,0.8,0.04,0.8,0.11,0.8,0.02,0.8,0.23,0.8,0.28,0.8,0.28,0.8,0.23,0.8,0.0,0.8,0.1,0.8,0.36,0.8,0.19,0.8,0.12,0.8,0.36,0.8,0.3,0.8,0.3,0.96,0.29,0.76,0.35,60.42
161,0.8,0.03,0.8,0.04,0.8,0.19,0.8,0.29,0.8,0.17,0.8,0.02,0.8,0.25,0.8,0.21,0.8,0.24,0.8,0.38,0.8,0.31,0.8,0.2,0.8,0.3,0.8,0.28,0.8,0.18,0.8,0.4,0.8,0.3,0.8,0.3,0.8,0.01,0.8,0.03,0.8,0.17,0.8,0.19,0.8,0.0,0.8,0.39,0.87,0.13,0.91,0.05,75.0
162,0.8,0.24,0.8,0.31,0.8,0.26,0.8,0.3,0.8,0.0,0.8,0.06,0.8,0.24,0.8,0.11,0.8,0.07,0.8,0.35,0.8,0.04,0.8,0.25,0.8,0.4,0.8,0.18,0.8,0.3,0.8,0.36,0.8,0.15,0.8,0.15,0.8,0.28,0.8,0.11,0.8,0.13,0.8,0.31,0.8,0.27,0.8,0.14,0.78,0.07,0.75,0.36,73.96
163,0.8,0.33,0.8,0.39,0.8,0.01,0.8,0.02,0.8,0.04,0.8,0.34,0.8,0.32,0.8,0.1,0.8,0.3,0.8,0.22,0.8,0.38,0.8,0.21,0.8,0.33,0.8,0.19,0.8,0.13,0.8,0.33,0.8,0.01,0.8,0.16,0.8,0.23,0.8,0.28,0.8,0.38,0.8,0.23,0.8,0.18,0.8,0.16,0.52,0.35,0.71,0.16,84.38
164,0.8,0.09,0.8,0.15,0.8,0.01,0.8,0.2,0.8,0.26,0.8,0.0,0.8,0.36,0.8,0.15,0.8,0.19,0.8,0.28,0.8,0.4,0.8,0.4,0.8,0.38,0.8,0.11,0.8,0.0,0.8,0.39,0.8,0.08,0.8,0.26,0.8,0.07,0.8,0.02,0.8,0.01,0.8,0.14,0.8,0.37,0.8,0.17,0.58,0.37,0.2,0.21,77.08
165,0.8,0.04,0.8,0.37,0.8,0.0,0.8,0.14,0.8,0.3,0.8,0.22,0.8,0.33,0.8,0.4,0.8,0.21,0.8,0.27,0.8,0.34,0.8,0.35,0.8,0.14,0.8,0.3,0.8,0.25,0.8,0.4,0.8,0.02,0.8,0.19,0.8,0.27,0.8,0.3,0.8,0.3,0.8,0.2,0.8,0.36,0.8,0.4,0.21,0.36,0.51,0.35,89.58
166,0.8,0.15,0.8,0.34,0.8,0.03,0.8,0.01,0.8,0.07,0.8,0.35,0.8,0.09,0.8,0.4,0.8,0.28,0.8,0.31,0.8,0.21,0.8,0.18,0.8,0.33,0.8,0.04,0.8,0.09,0.8,0.19,0.8,0.22,0.8,0.28,0.8,0.26,0.8,0.22,0.8,0.34,0.8,0.38,0.8,0.23,0.8,0.1,0.02,0.2,0.68,0.13,95.83
167,0.8,0.32,0.8,0.07,0.8,0.28,0.8,0.27,0.8,0.25,0.8,0.2,0.8,0.35,0.8,0.28,0.8,0.4,0.8,0.0,0.8,0.27,0.8,0.15,0.8,0.12,0.8,0.35,0.8,0.12,0.8,0.05,0.8,0.09,0.8,0.3,0.8,0.18,0.8,0.38,0.8,0.37,0.8,0.28,0.8,0.12,0.8,0.17,0.14,0.21,0.68,0.34,82.29
168,0.8,0.29,0.8,0.22,0.8,0.24,0.8,0.25,0.8,0.3,0.8,0.19,0.8,0.24,0.8,0.02,0.8,0.23,0.8,0.03,0.8,0.09,0.8,0.28,0.8,0.0,0.8,0.1,0.8,0.27,0.8,0.01,0.8,0.24,0.8,0.16,0.8,0.19,0.8,0.01,0.8,0.09,0.8,0.25,0.8,0.17,0.8,0.28,0.52,0.18,0.95,0.1,80.21
169,0.8,0.1,0.8,0.33,0.8,0.05,0.8,0.29,0.8,0.38,0.8,0.26,0.8,0.26,0.8,0.02,0.8,0.23,0.8,0.29,0.8,0.04,0.8,0.07,0.8,0.03,0.8,0.13,0.8,0.04,0.8,0.27,0.8,0.17,0.8,0.33,0.8,0.08,0.8,0.37,0.8,0.12,0.8,0.01,0.8,0.3,0.8,0.25,0.36,0.32,0.61,0.2,80.21
170,0.8,0.26,0.8,0.01,0.8,0.37,0.8,0.35,0.8,0.09,0.8,0.13,0.8,0.13,0.8,0.12,0.8,0.28,0.8,0.25,0.8,0.14,0.8,0.14,0.8,0.3,0.8,0.38,0.8,0.05,0.8,0.37,0.8,0.39,0.8,0.07,0.8,0.38,0.8,0.24,0.8,0.31,0.8,0.11,0.8,0.1,0.8,0.4,0.25,0.04,0.11,0.34,78.12
171,0.8,0.35,0.8,0.25,0.8,0.25,0.8,0.03,0.8,0.12,0.8,0.24,0.8,0.15,0.8,0.4,0.8,0.05,0.8,0.25,0.8,0.09,0.8,0.21,0.8,0.22,0.8,0.29,0.8,0.33,0.8,0.18,0.8,0.11,0.8,0.1,0.8,0.38,0.8,0.32,0.8,0.27,0.8,0.3,0.8,0.01,0.8,0.07,0.48,0.21,0.27,0.23,85.42
172,0.8,0.19,0.8,0.25,0.8,0.04,0.8,0.36,0.8,0.13,0.8,0.32,0.8,0.39,0.8,0.39,0.8,0.04,0.8,0.16,0.8,0.13,0.8,0.34,0.8,0.07,0.8,0.11,0.8,0.13,0.8,0.02,0.8,0.11,0.8,0.04,0.8,0.09,0.8,0.05,0.8,0.19,0.8,0.27,0.8,0.4,0.8,0.11,0.78,0.3,0.23,0.12,68.75
173,0.8,0.25,0.8,0.33,0.8,0.01,0.8,0.12,0.8,0.17,0.8,0.05,0.8,0.11,0.8,0.29,0.8,0.24,0.8,0.17,0.8,0.03,0.8,0.4,0.8,0.32,0.8,0.14,0.8,0.12,0.8,0.12,0.8,0.2,0.8,0.09,0.8,0.12,0.8,0.33,0.8,0.25,0.8,0.0,0.8,0.37,0.8,0.18,0.9,0.24,0.44,0.28,60.42
174,0.8,0.06,0.8,0.31,0.8,0.39,0.8,0.24,0.8,0.05,0.8,0.1,0.8,0.26,0.8,0.29,0.8,0.36,0.8,0.15,0.8,0.2,0.8,0.06,0.8,0.29,0.8,0.09,0.8,0.05,0.8,0.09,0.8,0.13,0.8,0.31,0.8,0.35,0.8,0.34,0.8,0.15,0.8,0.4,0.8,0.06,0.8,0.35,0.61,0.3,0.41,0.3,68.75
175,0.8,0.1,0.8,0.22,0.8,0.28,0.8,0.38,0.8,0.23,0.8,0.1,0.8,0.37,0.8,0.21,0.8,0.35,0.8,0.19,0.8,0.4,0.8,0.0,0.8,0.03,0.8,0.04,0.8,0.06,0.8,0.22,0.8,0.38,0.8,0.06,0.8,0.31,0.8,0.1,0.8,0.05,0.8,0.15,0.8,0.24,0.8,0.08,0.49,0.19,0.25,0.19,77.08
176,0.8,0.26,0.8,0.07,0.8,0.09,0.8,0.36,0.8,0.15,0.8,0.23,0.8,0.26,0.8,0.12,0.8,0.23,0.8,0.24,0.8,0.35,0.8,0.29,0.8,0.0,0.8,0.1,0.8,0.22,0.8,0.1,0.8,0.28,0.8,0.07,0.8,0.3,0.8,0.17,0.8,0.02,0.8,0.05,0.8,0.24,0.8,0.16,0.28,0.35,0.86,0.26,82.29
177,0.8,0.13,0.8,0.08,0.8,0.12,0.8,0.37,0.8,0.24,0.8,0.14,0.8,0.15,0.8,0.28,0.8,0.17,0.8,0.31,0.8,0.21,0.8,0.4,0.8,0.04,0.8,0.31,0.8,0.18,0.8,0.38,0.8,0.13,0.8,0.23,0.8,0.34,0.8,0.1,0.8,0.21,0.8,0.0,0.8,0.23,0.8,0.3,0.76,0.11,0.17,0.18,70.83
178,0.8,0.12,0.8,0.03,0.8,0.4,0.8,0.37,0.8,0.07,0.8,0.38,0.8,0.2,0.8,0.01,0.8,0.2,0.8,0.04,0.8,0.25,0.8,0.04,0.8,0.01,0.8,0.02,0.8,0.01,0.8,0.0,0.8,0.13,0.8,0.0,0.8,0.14,0.8,0.05,0.8,0.4,0.8,0.36,0.8,0.02,0.8,0.07,0.3,0.22,0.74,0.26,73.96
179,0.8,0.01,0.8,0.09,0.8,0.32,0.8,0.09,0.8,0.23,0.8,0.01,0.8,0.2,0.8,0.1,0.8,0.32,0.8,0.31,0.8,0.22,0.8,0.07,0.8,0.33,0.8,0.15,0.8,0.28,0.8,0.12,0.8,0.25,0.8,0.38,0.8,0.07,0.8,0.4,0.8,0.38,0.8,0.38,0.8,0.4,0.8,0.31,0.89,0.4,0.98,0.09,65.62
180,0.8,0.13,0.8,0.0,0.8,0.15,0.8,0.38,0.8,0.22,0.8,0.06,0.8,0.04,0.8,0.04,0.8,0.35,0.8,0.33,0.8,0.25,0.8,0.29,0.8,0.15,0.8,0.3,0.8,0.18,0.8,0.01,0.8,0.25,0.8,0.25,0.8,0.18,0.8,0.0,0.8,0.19,0.8,0.18,0.8,0.25,0.8,0.2,0.56,0.01,0.26,0.08,75.0
181,0.8,0.01,0.8,0.03,0.8,0.03,0.8,0.39,0.8,0.33,0.8,0.28,0.8,0.1,0.8,0.29,0.8,0.26,0.8,0.4,0.8,0.38,0.8,0.33,0.8,0.06,0.8,0.15,0.8,0.16,0.8,0.05,0.8,0.13,0.8,0.08,0.8,0.35,0.8,0.2,0.8,0.18,0.8,0.32,0.8,0.28,0.8,0.38,0.76,0.11,0.02,0.2,71.88
182,0.8,0.32,0.8,0.01,0.8,0.23,0.8,0.1,0.8,0.29,0.8,0.03,0.8,0.38,0.8,0.26,0.8,0.4,0.8,0.05,0.8,0.29,0.8,0.35,0.8,0.05,0.8,0.26,0.8,0.32,0.8,0.31,0.8,0.39,0.8,0.24,0.8,0.38,0.8,0.31,0.8,0.04,0.8,0.31,0.8,0.21,0.8,0.3,0.82,0.38,0.02,0.24,82.29
183,0.8,0.18,0.8,0.33,0.8,0.12,0.8,0.1,0.8,0.12,0.8,0.07,0.8,0.04,0.8,0.01,0.8,0.06,0.8,0.07,0.8,0.0,0.8,0.09,0.8,0.09,0.8,0.19,0.8,0.14,0.8,0.35,0.8,0.06,0.8,0.4,0.8,0.24,0.8,0.39,0.8,0.24,0.8,0.2,0.8,0.17,0.8,0.17,0.67,0.32,0.45,0.2,72.92
184,0.8,0.35,0.8,0.31,0.8,0.03,0.8,0.33,0.8,0.35,0.8,0.19,0.8,0.38,0.8,0.4,0.8,0.02,0.8,0.14,0.8,0.01,0.8,0.36,0.8,0.15,0.8,0.35,0.8,0.35,0.8,0.26,0.8,0.36,0.8,0.36,0.8,0.29,0.8,0.07,0.8,0.32,0.8,0.08,0.8,0.09,0.8,0.24,0.36,0.06,0.5,0.02,85.42
185,0.8,0.16,0.8,0.04,0.8,0.07,0.8,0.09,0.8,0.03,0.8,0.35,0.8,0.13,0.8,0.28,0.8,0.21,0.8,0.22,0.8,0.13,0.8,0.19,0.8,0.37,0.8,0.2,0.8,0.38,0.8,0.24,0.8,0.02,0.8,0.19,0.8,0.39,0.8,0.31,0.8,0.29,0.8,0.21,0.8,0.16,0.8,0.26,0.41,0.18,0.62,0.36,84.38
186,0.8,0.26,0.8,0.15,0.8,0.18,0.8,0.31,0.8,0.1,0.8,0.39,0.8,0.16,0.8,0.37,0.8,0.21,0.8,0.23,0.8,0.27,0.8,0.19,0.8,0.05,0.8,0.19,0.8,0.08,0.8,0.06,0.8,0.05,0.8,0.32,0.8,0.16,0.8,0.04,0.8,0.26,0.8,0.02,0.8,0.12,0.8,0.39,0.84,0.01,0.7,0.36,65.62
187,0.8,0.06,0.8,0.21,0.8,0.06,0.8,0.05,0.8,0.1,0.8,0.36,0.8,0.4,0.8,0.2,0.8,0.01,0.8,0.18,0.8,0.09,0.8,0.35,0.8,0.04,0.8,0.24,0.8,0.19,0.8,0.17,0.8,0.09,0.8,0.12,0.8,0.3,0.8,0.14,0.8,0.21,0.8,0.11,0.8,0.16,0.8,0.15,0.19,0.28,0.0,0.4,83.33
188,0.8,0.11,0.8,0.23,0.8,0.33,0.8,0.27,0.8,0.05,0.8,0.2,0.8,0.12,0.8,0.07,0.8,0.02,0.8,0.12,0.8,0.04,0.8,0.14,0.8,0.33,0.8,0.07,0.8,0.02,0.8,0.39,0.8,0.14,0.8,0.19,0.8,0.06,0.8,0.27,0.8,0.08,0.8,0.26,0.8,0.11,0.8,0.25,0.77,0.02,0.31,0.15,65.62
189,0.8,0.31,0.8,0.35,0.8,0.03,0.8,0.25,0.8,0.36,0.8,0.38,0.8,0.38,0.8,0.36,0.8,0.01,0.8,0.11,0.8,0.23,0.8,0.18,0.8,0.24,0.8,0.18,0.8,0.31,0.8,0.02,0.8,0.15,0.8,0.2,0.8,0.14,0.8,0.13,0.8,0.22,0.8,0.19,0.8,0.03,0.8,0.17,0.23,0.06,0.22,0.24,78.12
190,0.8,0.24,0.8,0.39,0.8,0.11,0.8,0.11,0.8,0.11,0.8,0.12,0.8,0.06,0.8,0.4,0.8,0.26,0.8,0.08,0.8,0.05,0.8,0.3,0.8,0.31,0.8,0.24,0.8,0.33,0.8,0.23,0.8,0.31,0.8,0.19,0.8,0.3,0.8,0.2,0.8,0.03,0.8,0.35,0.8,0.33,0.8,0.25,0.42,0.37,0.17,0.3,87.5
191,0.8,0.37,0.8,0.17,0.8,0.4,0.8,0.24,0.8,0.24,0.8,0.0,0.8,0.04,0.8,0.33,0.8,0.39,0.8,0.19,0.8,0.39,0.8,0.12,0.8,0.24,0.8,0.29,0.8,0.15,0.8,0.04,0.8,0.06,0.8,0.3,0.8,0.37,0.8,0.06,0.8,0.35,0.8,0.4,0.8,0.31,0.8,0.23,0.04,0.01,0.54,0.07,87.5
192,0.8,0.12,0.8,0.33,0.8,0.2,0.8,0.38,0.8,0.24,0.8,0.17,0.8,0.03,0.8,0.31,0.8,0.35,0.8,0.26,0.8,0.05,0.8,0.26,0.8,0.06,0.8,0.05,0.8,0.23,0.8,0.37,0.8,0.1,0.8,0.18,0.8,0.22,0.8,0.22,0.8,0.1,0.8,0.11,0.8,0.33,0.8,0.1,0.19,0.14,0.04,0.39,84.38
193,0.8,0.11,0.8,0.24,0.8,0.19,0.8,0.02,0.8,0.31,0.8,0.3,0.8,0.09,0.8,0.26,0.8,0.17,0.8,0.04,0.8,0.23,0.8,0.39,0.8,0.14,0.8,0.33,0.8,0.03,0.8,0.04,0.8,0.3,0.8,0.39,0.8,0.05,0.8,0.02,0.8,0.17,0.8,0.38,0.8,0.24,0.8,0.04,0.05,0.09,0.24,0.36,84.38
194,0.8,0.06,0.8,0.07,0.8,0.35,0.8,0.26,0.8,0.04,0.8,0.05,0.8,0.04,0.8,0.24,0.8,0.38,0.8,0.09,0.8,0.12,0.8,0.22,0.8,0.1,0.8,0.07,0.8,0.29,0.8,0.07,0.8,0.29,0.8,0.23,0.8,0.05,0.8,0.39,0.8,0.27,0.8,0.17,0.8,0.07,0.8,0.23,0.29,0.13,0.44,0.08,83.33
195,0.8,0.3,0.8,0.07,0.8,0.31,0.8,0.02,0.8,0.08,0.8,0.21,0.8,0.33,0.8,0.26,0.8,0.24,0.8,0.35,0.8,0.15,0.8,0.16,0.8,0.21,0.8,0.1,0.8,0.28,0.8,0.31,0.8,0.27,0.8,0.3,0.8,0.24,0.8,0.17,0.8,0.23,0.8,0.39,0.8,0.39,0.8,0.09,0.4,0.09,0.07,0.27,89.58
196,0.8,0.07,0.8,0.13,0.8,0.29,0.8,0.37,0.8,0.08,0.8,0.2,0.8,0.19,0.8,0.18,0.8,0.02,0.8,0.24,0.8,0.4,0.8,0.14,0.8,0.28,0.8,0.39,0.8,0.07,0.8,0.2,0.8,0.13,0.8,0.05,0.8,0.12,0.8,0.11,0.8,0.39,0.8,0.14,0.8,0.25,0.8,0.15,0.05,0.1,0.72,0.4,86.46
197,0.8,0.05,0.8,0.32,0.8,0.0,0.8,0.37,0.8,0.23,0.8,0.25,0.8,0.02,0.8,0.37,0.8,0.01,0.8,0.18,0.8,0.36,0.8,0.19,0.8,0.16,0.8,0.14,0.8,0.39,0.8,0.37,0.8,0.23,0.8,0.14,0.8,0.07,0.8,0.18,0.8,0.11,0.8,0.27,0.8,0.29,0.8,0.15,0.53,0.33,0.1,0.15,76.04
198,0.8,0.05,0.8,0.37,0.8,0.06,0.8,0.39,0.8,0.03,0.8,0.04,0.8,0.09,0.8,0.04,0.8,0.15,0.8,0.14,0.8,0.21,0.8,0.25,0.8,0.2,0.8,0.36,0.8,0.29,0.8,0.15,0.8,0.25,0.8,0.37,0.8,0.22,0.8,0.17,0.8,0.34,0.8,0.16,0.8,0.37,0.8,0.12,0.18,0.1,0.18,0.3,95.83
199,0.8,0.22,0.8,0.19,0.8,0.14,0.8,0.24,0.8,0.31,0.8,0.2,0.8,0.06,0.8,0.24,0.8,0.04,0.8,0.15,0.8,0.04,0.8,0.29,0.8,0.24,0.8,0.29,0.8,0.37,0.8,0.29,0.8,0.37,0.8,0.27,0.8,0.2,0.8,0.22,0.8,0.16,0.8,0.3,0.8,0.27,0.8,0.38,0.58,0.04,0.96,0.38,84.38
200,0.8,0.08,0.8,0.27,0.8,0.16,0.8,0.34,0.8,0.14,0.8,0.27,0.8,0.34,0.8,0.09,0.8,0.32,0.8,0.28,0.8,0.04,0.8,0.3,0.8,0.23,0.8,0.15,0.8,0.35,0.8,0.16,0.8,0.2,0.8,0.16,0.8,0.19,0.8,0.4,0.8,0.22,0.8,0.0,0.8,0.36,0.8,0.24,0.21,0.04,0.68,0.06,85.42
201,0.8,0.4,0.8,0.26,0.8,0.07,0.8,0.28,0.8,0.05,0.8,0.26,0.8,0.16,0.8,0.35,0.8,0.29,0.8,0.21,0.8,0.24,0.8,0.17,0.8,0.17,0.8,0.14,0.8,0.19,0.8,0.34,0.8,0.39,0.8,0.39,0.8,0.19,0.8,0.34,0.8,0.28,0.8,0.38,0.8,0.13,0.8,0.21,0.4,0.33,0.61,0.16,88.54
202,0.8,0.31,0.8,0.37,0.8,0.08,0.8,0.04,0.8,0.27,0.8,0.36,0.8,0.03,0.8,0.19,0.8,0.17,0.8,0.4,0.8,0.29,0.8,0.24,0.8,0.31,0.8,0.33,0.8,0.23,0.8,0.3,0.8,0.25,0.8,0.4,0.8,0.36,0.8,0.25,0.8,0.4,0.8,0.35,0.8,0.4,0.8,0.29,0.49,0.38,0.31,0.12,91.67
203,0.8,0.39,0.8,0.22,0.8,0.01,0.8,0.27,0.8,0.28,0.8,0.34,0.8,0.34,0.8,0.18,0.8,0.26,0.8,0.05,0.8,0.31,0.8,0.29,0.8,0.03,0.8,0.14,0.8,0.13,0.8,0.19,0.8,0.1,0.8,0.24,0.8,0.08,0.8,0.39,0.8,0.25,0.8,0.02,0.8,0.0,0.8,0.22,0.41,0.12,0.01,0.04,78.12
204,0.8,0.14,0.8,0.29,0.8,0.2,0.8,0.4,0.8,0.11,0.8,0.17,0.8,0.18,0.8,0.19,0.8,0.01,0.8,0.24,0.8,0.15,0.8,0.33,0.8,0.04,0.8,0.35,0.8,0.31,0.8,0.21,0.8,0.12,0.8,0.03,0.8,0.29,0.8,0.16,0.8,0.17,0.8,0.12,0.8,0.12,0.8,0.11,0.79,0.27,0.55,0.22,64.58
205,0.8,0.36,0.8,0.06,0.8,0.23,0.8,0.28,0.8,0.24,0.8,0.33,0.8,0.24,0.8,0.31,0.8,0.05,0.8,0.29,0.8,0.0,0.8,0.11,0.8,0.35,0.8,0.03,0.8,0.34,0.8,0.14,0.8,0.37,0.8,0.3,0.8,0.14,0.8,0.38,0.8,0.33,0.8,0.19,0.8,0.21,0.8,0.35,0.1,0.36,0.24,0.02,87.5
206,0.8,0.17,0.8,0.26,0.8,0.36,0.8,0.34,0.8,0.2,0.8,0.08,0.8,0.0,0.8,0.01,0.8,0.26,0.8,0.38,0.8,0.0,0.8,0.29,0.8,0.18,0.8,0.13,0.8,0.38,0.8,0.16,0.8,0.0,0.8,0.4,0.8,0.0,0.8,0.2,0.8,0.14,0.8,0.3,0.8,0.0,0.8,0.22,0.65,0.4,0.17,0.09,77.08
207,0.8,0.01,0.8,0.37,0.8,0.02,0.8,0.27,0.8,0.16,0.8,0.21,0.8,0.32,0.8,0.23,0.8,0.1,0.8,0.3,0.8,0.05,0.8,0.08,0.8,0.12,0.8,0.35,0.8,0.17,0.8,0.37,0.8,0.23,0.8,0.09,0.8,0.02,0.8,0.2,0.8,0.1,0.8,0.31,0.8,0.3,0.8,0.34,0.5,0.1,0.4,0.27,78.12
208,0.8,0.03,0.8,0.03,0.8,0.33,0.8,0.04,0.8,0.08,0.8,0.4,0.8,0.3,0.8,0.16,0.8,0.01,0.8,0.24,0.8,0.06,0.8,0.33,0.8,0.15,0.8,0.0,0.8,0.35,0.8,0.4,0.8,0.1,0.8,0.07,0.8,0.3,0.8,0.31,0.8,0.05,0.8,0.01,0.8,0.11,0.8,0.01,0.48,0.17,0.24,0.09,72.92
209,0.8,0.05,0.8,0.35,0.8,0.05,0.8,0.21,0.8,0.37,0.8,0.2,0.8,0.2,0.8,0.06,0.8,0.24,0.8,0.14,0.8,0.12,0.8,0.08,0.8,0.04,0.8,0.07,0.8,0.31,0.8,0.26,0.8,0.38,0.8,0.02,0.8,0.34,0.8,0.37,0.8,0.21,0.8,0.18,0.8,0.25,0.8,0.1,0.54,0.2,0.09,0.2,69.79
210,0.8,0.39,0.8,0.08,0.8,0.14,0.8,0.37,0.8,0.31,0.8,0.05,0.8,0.04,0.8,0.24,0.8,0.12,0.8,0.21,0.8,0.31,0.8,0.38,0.8,0.14,0.8,0.37,0.8,0.02,0.8,0.39,0.8,0.28,0.8,0.37,0.8,0.01,0.8,0.06,0.8,0.11,0.8,0.14,0.8,0.13,0.8,0.05,0.53,0.23,0.23,0.2,78.12
211,0.8,0.4,0.8,0.35,0.8,0.21,0.8,0.32,0.8,0.39,0.8,0.07,0.8,0.21,0.8,0.06,0.8,0.09,0.8,0.28,0.8,0.19,0.8,0.25,0.8,0.38,0.8,0.3,0.8,0.09,0.8,0.03,0.8,0.14,0.8,0.23,0.8,0.38,0.8,0.04,0.8,0.16,0.8,0.38,0.8,0.32,0.8,0.02,0.55,0.18,0.34,0.39,76.04
212,0.8,0.15,0.8,0.2,0.8,0.31,0.8,0.3,0.8,0.08,0.8,0.3,0.8,0.05,0.8,0.37,0.8,0.29,0.8,0.25,0.8,0.25,0.8,0.1,0.8,0.07,0.8,0.17,0.8,0.3,0.8,0.31,0.8,0.2,0.8,0.09,0.8,0.08,0.8,0.21,0.8,0.1,0.8,0.24,0.8,0.16,0.8,0.05,0.07,0.14,0.98,0.12,85.42
213,0.8,0.3,0.8,0.08,0.8,0.19,0.8,0.3,0.8,0.17,0.8,0.2,0.8,0.29,0.8,0.23,0.8,0.24,0.8,0.04,0.8,0.01,0.8,0.37,0.8,0.17,0.8,0.0,0.8,0.25,0.8,0.1,0.8,0.19,0.8,0.04,0.8,0.12,0.8,0.08,0.8,0.11,0.8,0.23,0.8,0.09,0.8,0.2,0.22,0.06,0.72,0.37,80.21
214,0.8,0.12,0.8,0.14,0.8,0.08,0.8,0.19,0.8,0.02,0.8,0.33,0.8,0.21,0.8,0.04,0.8,0.21,0.8,0.37,0.8,0.18,0.8,0.09,0.8,0.37,0.8,0.11,0.8,0.27,0.8,0.23,0.8,0.21,0.8,0.11,0.8,0.12,0.8,0.18,0.8,0.03,0.8,0.1,0.8,0.06,0.8,0.0,0.54,0.07,0.19,0.33,66.67
215,0.8,0.36,0.8,0.19,0.8,0.31,0.8,0.04,0.8,0.27,0.8,0.38,0.8,0.13,0.8,0.0,0.8,0.1,0.8,0.12,0.8,0.35,0.8,0.12,0.8,0.3,0.8,0.24,0.8,0.33,0.8,0.19,0.8,0.27,0.8,0.12,0.8,0.39,0.8,0.15,0.8,0.34,0.8,0.22,0.8,0.04,0.8,0.27,0.82,0.27,0.95,0.25,75.0
216,0.8,0.22,0.8,0.21,0.8,0.0,0.8,0.1,0.8,0.2,0.8,0.24,0.8,0.11,0.8,0.25,0.8,0.36,0.8,0.16,0.8,0.36,0.8,0.25,0.8,0.32,0.8,0.11,0.8,0.39,0.8,0.01,0.8,0.15,0.8,0.24,0.8,0.32,0.8,0.08,0.8,0.06,0.8,0.33,0.8,0.34,0.8,0.05,0.31,0.36,0.55,0.21,85.42
217,0.8,0.29,0.8,0.37,0.8,0.11,0.8,0.28,0.8,0.24,0.8,0.09,0.8,0.33,0.8,0.02,0.8,0.12,0.8,0.26,0.8,0.34,0.8,0.28,0.8,0.16,0.8,0.33,0.8,0.06,0.8,0.32,0.8,0.08,0.8,0.1,0.8,0.19,0.8,0.4,0.8,0.03,0.8,0.13,0.8,0.17,0.8,0.3,0.11,0.29,0.97,0.28,79.17
218,0.8,0.04,0.8,0.04,0.8,0.18,0.8,0.33,0.8,0.38,0.8,0.14,0.8,0.04,0.8,0.37,0.8,0.25,0.8,0.33,0.8,0.14,0.8,0.38,0.8,0.38,0.8,0.16,0.8,0.35,0.8,0.03,0.8,0.02,0.8,0.34,0.8,0.38,0.8,0.14,0.8,0.26,0.8,0.05,0.8,0.4,0.8,0.08,0.84,0.12,0.89,0.2,67.71
